"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"390","SMG11",NA,NA,"missing",NA,"M","doi.org/10.1126/sciadv.aaz5216","Goat","9925","Capra, Capra hircus","missing","missing","China","Shimao","3900","3900","3900","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.02","none","double","doi.org/10.1126/sciadv.aaz5216","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"391","MZG20",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Muzhuzhuliang","2700","2740","2680","C14","2520","30","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","1.051","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"392","MZG28",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Muzhuzhuliang","2700","2700","2700","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.024","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"393","MZG29",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Muzhuzhuliang","2700","2700","2700","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.181","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"394","MZG34",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Muzhuzhuliang","2700","2700","2700","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.092","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"395","MZG38",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Muzhuzhuliang","2700","2700","2700","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.105","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"396","BG1",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Xinzhouyaozi","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.067","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"397","BG2",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Xinzhouyaozi","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.204","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"398","BG3",NA,NA,"missing",NA,"M","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Xinzhouyaozi","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.118","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"399","BG4",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Xinzhouyaozi","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.059","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"400","LSM11",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Xiaoshuanggucheng","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.366","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"401","WDH03",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Wangdahu","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.732","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"402","WDH05",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Wangdahu","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.575","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"403","WDH06",NA,NA,"missing",NA,"F","doi.org/10.1126/sciadv.aaz5216","Goat","9925","Capra, Capra hircus","missing","missing","China","Wangdahu","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","8.106","none","double","doi.org/10.1126/sciadv.aaz5216","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"404","WDH08",NA,NA,"missing",NA,"M","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Wangdahu","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.038","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"405","JLS05",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Jiulongshan","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.047","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"406","JLS06",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Jiulongshan","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.354","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"407","ZZ01",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Zhongzhuang","2500","2500","2500","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.135","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"408","YJL01",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Yanjialiang","650","650","650","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","7.35","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"409","YJL02",NA,NA,"missing",NA,"M","doi.org/10.1126/sciadv.aaz5216","Goat","9925","Capra, Capra hircus","missing","missing","China","Yanjialiang","650","670","625","C14","650","30","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","13.439","none","double","doi.org/10.1126/sciadv.aaz5216","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"410","GTM01",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","438","350","C14","280","30","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.051","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"411","GTM02",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","524","435","C14","420","30","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.099","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"412","GTM03",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","473","308","C14","330","30","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","1.524","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"413","GTM04",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","450","450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.02","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"414","GTM06",NA,NA,"missing",NA,"M","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","450","450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.202","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"415","GTM08",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","450","450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.181","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"416","GTM11",NA,NA,"missing",NA,"F","doi.org/10.1093/molbev/msaa103","Goat","9925","Capra, Capra hircus","missing","missing","China","Tianxi","450","450","450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.189","none","double","doi.org/10.1093/molbev/msaa103","not applicable","WGS","not applicable","missing","not applicable","not applicable","missing","not applicable",NA,"Kevin","No","capra"
"417","Bruno","UAMES 29513","not applicable","SAMN18642321","Root of Tooth from Skull","F","10.1038/s41559-022-01753-8","Polar Bear","29073","Ursus maritimus","70.8925","-153.767222","Northern Alaska","Beaufort Sea coast near Point McLeod","(average) 90000","110000","70000","C14 & chronostratigraphic inference","Beta-283240: >43,500; OxA-23894: >50,500; OxA-23986: >50,500","-","Beta-283240; OxA-23894; OxA-23986","-","-","https://doi.org/10.1038/s41559-022-01753-8","Illumina HiSeq 4000 & Xten systems; Performed screening first with Illumina MiSeq or Illumina NextSeq systems","WGS","20.3x","no-UDG (data processing/post-sequencing damage treatment only)","BOTH ds & ss; ds for 4 of 6, ss for 2 of 6","https://doi.org/10.1038/s41559-022-01753-8","Illumina HiSeq 4000 & Xten systems; Performed screening first with Illumina MiSeq or Illumina NextSeq systems","WGS","complete","863x","-","BOTH ds & ss; ds for 4 of 6, ss for 2 of 6","NC_003428.1","https://doi.org/10.1038/s41559-022-01753-8","radiocarbon dating does not give upper and low limit and is only given as an indefinite range (e.g. >50kya)","Róisín Ferguson","Yes","ursus"
"418","(Ancient) Poolepynten","NHMO-DMA-55134","EL03, EL04, EL05, EL06, EL14, EL15 (all the same sample just differnet extraction)","SAMN01057687","Canine tooth; UBERON:0003674","missing","not applicable","Polar Bear","29073","Ursus maritimus","78.445","11.893056","Svalbard, Norway","Poolepynten, Prins Karls Forland,","122500","131000","95000","Optically Stimulated Luminescence (OSL) of two sediments",">45,000","-","Poolepynten","-0.0139","-","https://doi.org/10.1111/j.1751-8369.2008.00087.x","Ion Torrent & Illumina HiSeqX & Illumina TruSeq","WGS (EL03 - EL06): Accel-NGS-2S Plus DNA kit (EL14 & EL15)","10x","PreCR Repair Mix (only performed on one sample - EL15)","missing","https://doi.org/10.1073/pnas.2200016119","Roche GS FLX Sequencer","WGS (454 GS FLX protocol)","complete","14x","-","-","OM732482","https://doi.org/10.1073/pnas.0914266107",NA,"Róisín Ferguson","Yes","ursus"
"419","JBB-32K",NA,"not applicable","No NCBI accesion number linked but instead DDJB no. linked; DRA009015 (gives access to fasta files and more)","Petrosal part of the temporal bone; UBERON:0001694","missing","not applicable","Brown Bear","9644","Ursus arctos","36.077222","138.738889","Ueno Village Honshu Island Japan","Oinu ana Cave","32464","32719","32209","C14","see sample age","-","JBB-32K","-0.1745","-","https://doi.org/10.1098/rsos.210518","Illumina HiSeq XTen","WGS","0.11x","post - treatment damage treatment","ds","https://royalsocietypublishing.org/doi/full/10.1098/rspb.2023.2411","Illumina HiSeq XTen","WGS","complete","4x","UDG",NA,"LC595633","https://doi.org/10.1098/rsos.210518","previously published data mentioned in nuclear paper, DRR30533 & DRR308534; this is the biosample no. that corresponds on the ENA website SAMD00391976 but is it correct?",NA,"No","ursus"
"420","JBB-19K","SMNH-VeF226 (Saitama Museum of Natural History, Nagatoro, Saitama, Japan)","not applicable","No NCBI accesion number linked but instead DDJB no. linked; DRA012418 (gives access to fasta files and more)","Canine tooth; UBERON:0003674","missing","not applicable","Brown Bear","9644","Ursus arctos","35.959028","38.933389","Saitama Prefecture, Japan","Cave near Chichibu city,","NULL","NULL","NULL",NA,"NULL","-","JBB-19K","-0.1758","-","https://royalsocietypublishing.org/doi/10.1098/rsos.210518","Illumina HiSeq XTen",NA,NA,NA,NA,"https://royalsocietypublishing.org/doi/full/10.1098/rspb.2023.2411","Illumina HiSeq XTen",NA,"Two unqiue mtDNA sequences","-","UDG",NA,NA,"https://royalsocietypublishing.org/doi/10.1098/rsos.210518",NA,NA,"No","ursus"
"421","CGG_1_020006","-","not applicable",NA,"Cranial material (bone)","missing","not applicable","Brown Bear","9644","Ursus arctos","51.3975","84.6761","Yahutian bear, Siberia","Denisova Cave","NULL","NULL","NULL",NA,"NULL","NULL","NULL","NULL",NA,NA,"Illumina HiSeq 2500",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,"https://royalsocietypublishing.org/doi/10.1098/rsos.210518",NA,NA,"No","ursus"
"422","GS136","archeological paper??","GS136_1, GS136_2 (library codes)","SAMEA4762866","Petrosal part of the temporal bone; UBERON:0001694","missing","not applicable","Cave bear","518689","Ursus ingressus","47.666667","14.283333","Austria","Gamssulzen Cave","35062","36028","34096","C14","31062 (uncal C14 BP)","500","23139","-","-","https://doi.org/10.1111/mec.13800","Illumina HiSeq","WGS","3.55x","post sequencing damage treatment","DS","https://doi.org/10.1038/s41559-018-0654-8","Illumina HiSeq Platform","WGS","complete","59.27x","post-mortem damage treatment (i.e. filtering steps)","DS",NA,"https://doi.org/10.1111/mec.13800",NA,"Róisín Ferguson","No","ursus"
"423","E-VD-1838","archeological paper??","UD1838_1 (lib code)","SAMEA4762867","Petrosal part of the temporal bone; UBERON:0001694","missing","not applicable","Cave bear","39097","Ursus spelaeus","42.75","7.205833","Spain","Eiros Cave","34806","35737","33875","C14","30737","500","23140","-","-","https://doi.org/10.1111/mec.13800","Illumina NextSeq 5000","WGS","2.85x","post sequencing damage treatment","SS","https://doi.org/10.1038/s41559-018-0654-8","Illumina NextSeq 500","WGS","complete","86.31x","post-mortem damage treatment (i.e. filtering steps)","SS",NA,"https://doi.org/10.1111/mec.13800",NA,"Róisín Ferguson","No","ursus"
"424","WK01","archeological paper??","WK01_1 (lib code)","SAMEA4762865","Petrosal part of the temporal bone; UBERON:0001694","missing","not applicable","Cave bear","2115972","Ursus spelaeus eremus","47.52","13.208333","Austria","Windischkopf cave","71992","91860","54640","Phylogenetic tip dating analysis",">49000 (C14)","-","23137","-",NA,"https://doi.org/10.1111/mec.13800","Illumina MiSeq & NextSeq 5000","WGS","3.49x","post sequencing damage treatment","SS","https://doi.org/10.1038/s41559-018-0654-8","Illumina NextSeq 500","WGS","complete","4.88x","post-mortem damage treatment (i.e. filtering steps)","SS",NA,"https://doi.org/10.1111/mec.13800",NA,"Róisín Ferguson","No","ursus"
